Name,VeryLow,Low,Med,High,Bound
vasedans_TLIGHT,0,0,0,0,No
vasedans_SLIGHT0,0,0,0,4,No
vasedans_SLIGHT1,0,0,0,0,No
vasedans_WHL0,0,0,0,20,Yes
vasedans_WHL1,0,0,0,20,No
vasedans_WHL2,0,0,0,20,No
vasedans_WHL3,0,0,0,20,No
vasedanl_BODY,10,42,59,148,Yes
vasedanl_SHADOW,0,0,0,4,No
vasedanl_HLIGHT,0,0,0,0,No
vasedanl_TLIGHT,0,0,0,4,No
vasedanl_SLIGHT0,0,0,0,0,No
vasedanl_SLIGHT1,0,0,0,4,No
vasedanl_WHL0,0,0,16,20,Yes
vasedanl_WHL1,0,0,16,20,No
vasedanl_WHL2,0,0,16,20,No
vasedanl_WHL3,0,0,16,20,No
vavan_BODY,10,38,172,156,Yes
vavan_SHADOW,0,0,0,0,No
vavan_HLIGHT,0,0,0,0,No
vavan_TLIGHT,0,0,0,0,No
vavan_SLIGHT0,0,0,0,0,No
vavan_SLIGHT1,0,0,0,0,No
vavan_WHL0,0,0,0,0,Yes
vavan_WHL1,0,0,0,0,No
vavan_WHL2,0,0,0,0,No
vavan_WHL3,0,0,0,0,No
vadiesels_BODY,10,30,103,188,Yes
vadiesels_SHADOW,0,0,0,4,No
vadiesels_HLIGHT,0,0,0,0,No
vadiesels_TLIGHT,0,0,0,4,No
vadiesels_SLIGHT0,0,0,0,4,No
vadiesels_SLIGHT1,0,0,0,0,No
vadiesels_WHL0,0,0,16,20,Yes
vadiesels_WHL1,0,0,16,20,No
vadiesels_WHL2,0,0,16,20,No
vadiesels_WHL3,0,0,16,20,No
vacompact_BODY,10,22,50,152,Yes
vacompact_SHADOW,0,0,0,0,No
vacompact_HLIGHT,0,0,0,0,No
vacompact_TLIGHT,0,0,0,4,No
vacompact_SLIGHT0,0,0,0,4,No
vacompact_SLIGHT1,0,0,0,4,No
vacompact_WHL0,0,0,16,20,Yes
vacompact_WHL1,0,0,16,20,No
vacompact_WHL2,0,0,16,20,No
vacompact_WHL3,0,0,16,20,No
vapickup_BODY,10,26,146,180,Yes
vapickup_SHADOW,0,0,0,0,No
vapickup_HLIGHT,0,0,0,0,No
vapickup_TLIGHT,0,0,0,0,No
vapickup_SLIGHT0,0,0,0,0,No
vapickup_SLIGHT1,0,0,0,4,No
vapickup_WHL0,0,0,8,20,Yes
vapickup_WHL1,0,0,8,20,No
vapickup_WHL2,0,0,8,20,No
vapickup_WHL3,0,0,8,20,No
vabus_BODY,12,54,174,110,Yes
vabus_SHADOW,0,0,0,0,No
vabus_HLIGHT,0,0,0,0,No
vabus_TLIGHT,0,0,0,0,No
vabus_WHL0,0,0,16,16,Yes
vabus_WHL1,0,0,16,16,No
vabus_WHL2,0,0,16,16,No
vabus_WHL3,0,0,16,16,No
vabus_WHL4,0,0,16,16,No
vabus_WHL5,0,0,16,16,No
vadelivery_BODY,10,32,106,147,Yes
vadelivery_SHADOW,0,0,0,0,No
vadelivery_HLIGHT,0,0,0,0,No
vadelivery_TLIGHT,0,0,0,0,No
vadelivery_SLIGHT0,0,0,0,0,No
vadelivery_SLIGHT1,0,0,0,0,No
vadelivery_WHL0,0,0,16,20,Yes
vadelivery_WHL1,0,0,16,20,No
vadelivery_WHL2,0,0,16,20,No
vadelivery_WHL3,0,0,16,20,No
valimo_BODY,10,26,70,187,Yes
valimo_SHADOW,0,0,0,0,No
valimo_HLIGHT,0,0,0,0,No
valimo_TLIGHT,0,0,0,4,No
valimo_SLIGHT0,0,0,0,4,No
valimo_SLIGHT1,0,0,0,0,No
valimo_WHL0,0,0,0,20,Yes
valimo_WHL1,0,0,0,20,No
valimo_WHL2,0,0,0,20,No
valimo_WHL3,0,0,0,20,No
valimoblack_BODY,10,26,70,187,Yes
valimoblack_SHADOW,0,0,0,0,No
valimoblack_HLIGHT,0,0,0,0,No
valimoblack_TLIGHT,0,0,0,0,No
valimoblack_SLIGHT0,0,0,0,0,No
valimoblack_SLIGHT1,0,0,0,0,No
valimoblack_WHL0,0,0,0,0,Yes
valimoblack_WHL1,0,0,0,0,No
valimoblack_WHL2,0,0,0,0,No
valimoblack_WHL3,0,0,0,0,No
vataxi_BODY,10,30,76,172,Yes
vataxi_SHADOW,0,0,0,0,No
vataxi_HLIGHT,0,0,0,0,No
vataxi_TLIGHT,0,0,0,0,No
vataxi_SLIGHT0,0,0,0,0,No
vataxi_SLIGHT1,0,0,0,4,No
vataxi_WHL0,0,0,0,20,Yes
vataxi_WHL1,0,0,0,20,No
vataxi_WHL2,0,0,0,20,No
vataxi_WHL3,0,0,0,20,No
vataxicheck_BODY,10,30,68,166,Yes
vataxicheck_SHADOW,0,0,0,0,No
vataxicheck_HLIGHT,0,0,0,0,No
vataxicheck_TLIGHT,0,0,0,0,No
vataxicheck_SLIGHT0,0,0,0,0,No
vataxicheck_SLIGHT1,0,0,0,4,No
vataxicheck_WHL0,0,0,0,20,Yes
vataxicheck_WHL1,0,0,0,20,No
vataxicheck_WHL2,0,0,0,20,No
vataxicheck_WHL3,0,0,0,20,No
valimoangel_BODY,10,26,70,187,Yes
valimoangel_SHADOW,0,0,0,0,No
valimoangel_HLIGHT,0,0,0,0,No
valimoangel_TLIGHT,0,0,0,0,No
valimoangel_SLIGHT0,0,0,0,0,No
valimoangel_SLIGHT1,0,0,0,0,No
valimoangel_WHL0,0,0,0,20,Yes
valimoangel_WHL1,0,0,0,20,No
valimoangel_WHL2,0,0,0,20,No
valimoangel_WHL3,0,0,0,20,No
vaboeing,0,0,186,266,Yes
r_L_train,0,0,0,0,Yes
tpdrawbridge06,0,0,0,0,Yes
tpdrawbridge06_RAIL,0,0,0,0,Yes
tpcrossgate06,0,0,0,0,Yes
tpcrossgate06_BREAK01,0,0,0,0,Yes
tpcrossgate06_BREAK02,0,0,0,0,Yes
tpcrossgate06_BREAK03,0,0,0,0,Yes
tpcrossgate06_BREAK04,0,0,0,0,Yes
tpcrossgate06_BREAK05,0,0,0,0,Yes
tpcrossgate06_BREAK06,0,0,0,0,Yes
tpcrossbase,0,0,0,0,Yes
tpdrawbridge04,0,0,0,0,Yes
tpdrawbridge04_RAIL,0,0,0,0,Yes
tpcrossgate04,0,0,0,0,Yes
tpcrossgate04_BREAK01,0,0,0,0,Yes
tpcrossgate04_BREAK02,0,0,0,0,Yes
tpcrossgate04_BREAK03,0,0,0,0,Yes
tpcrossgate04_BREAK04,0,0,0,0,Yes
